"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","refseq","symbol","product"
"1","BLLJ_RS00005",773.731527856055,0.542383235235867,0.168977996516482,3.2097861639812,0.0013283375093976,0.0034561872039387,"WP_013139947.1","dnaA","chromosomal replication initiator protein DnaA"
"2","BLLJ_RS00010",1183.72121827794,0.730097187722395,0.10894208643855,6.70170006459548,2.06008554382076e-11,1.58873797139457e-10,"WP_007051765.1","dnaN","DNA polymerase III subunit beta"
"3","BLLJ_RS00015",109.155214485561,0.446168335962017,0.177004932600941,2.52065481682314,0.0117136697100601,0.0244150867037793,"WP_015512556.1","WP_015512556.1","DNA replication/repair protein RecF"
"4","BLLJ_RS00020",44.3075015749691,0.291856485764471,0.192537540718881,1.51584197385487,0.129559315681984,0.195301298385351,"WP_012576465.1","WP_012576465.1","DUF721 domain-containing protein"
"5","BLLJ_RS00025",490.69252629229,0.151122639407975,0.117688184870941,1.28409355258303,0.199109223713181,0.277773215136768,"WP_003827872.1","gyrB","DNA topoisomerase (ATP-hydrolyzing) subunit B"
"6","BLLJ_RS00030",320.022988920848,0.164522375377884,0.13227386869437,1.24380103947838,0.213572797736304,0.29224155715798,"WP_007056554.1","gyrA","DNA gyrase subunit A"
"7","BLLJ_RS00035",1390.86467173848,0.799750522638617,0.0782143993579923,10.2251059805255,1.53060441434474e-24,2.47983639567787e-23,"WP_013139952.1","WP_013139952.1","DUF3566 domain-containing protein"
"8","BLLJ_RS00040",17.2400827634401,-0.265629144230724,0.319959833423359,-0.830195282291116,0.406428382151972,0.495631828456042,"WP_015512554.1","WP_015512554.1","hypothetical protein"
"9","BLLJ_RS00045",50.7250241040307,-0.909044528618454,0.183361131015327,-4.95767300073246,7.13425068845101e-07,3.46469403711173e-06,"WP_015713190.1","WP_015713190.1","pectinesterase family protein"
"10","BLLJ_RS00050",476.031023255968,-0.510791607008254,0.145111587851992,-3.51999185295415,0.000431560054369037,0.00124932099823349,"WP_012576471.1","gdhA","NADP-specific glutamate dehydrogenase"
"11","BLLJ_RS00055",91.5027818260233,-0.141623031546523,0.164675345280876,-0.860013569760344,0.389781562400143,0.47927222723691,"WP_007051756.1","WP_007051756.1","Lrp/AsnC family transcriptional regulator"
"12","BLLJ_RS00060",356.50498583144,-0.268528165472924,0.0904811101315058,-2.96778150801469,0.00299957468727578,0.00715740098646994,"WP_007056527.1","WP_007056527.1","pyridoxal phosphate-dependent aminotransferase"
"13","BLLJ_RS11060",121.730028727739,-0.59374557100324,0.137186724889275,-4.32801039227709,1.50462371725012e-05,5.93234054572234e-05,"WP_007051753.1","WP_007051753.1","hypothetical protein"
"14","BLLJ_RS00070",99.1705217557575,-0.718437116096418,0.154301706558016,-4.65605424672534,3.2232704016919e-06,1.42533608588578e-05,"WP_015713191.1","WP_015713191.1","hypothetical protein"
"15","BLLJ_RS11350",35.8941682343734,-0.177273280381413,0.214428934415906,-0.826722759520758,0.408394218285511,0.497714319124187,NA,NA,"transposase"
"16","BLLJ_RS00090",130.973440152046,-0.331129358295267,0.132253184001499,-2.50375339388058,0.0122883651455268,0.0255576785335228,"WP_008783747.1","WP_008783747.1","IS30 family transposase"
"17","BLLJ_RS00095",71.1239716194998,-0.586008203970141,0.173086373329635,-3.38564031758939,0.000710123940289587,0.00197279388599182,"WP_015439060.1","istB","IS21-like element helper ATPase IstB"
"18","BLLJ_RS00100",136.082201717441,-0.610736520728973,0.124117227984414,-4.92064261059444,8.62605193996284e-07,4.12680599013607e-06,"WP_014485507.1","istA","IS21 family transposase"
"19","BLLJ_RS00105",8.76899808471882,-1.14772063186415,0.458645415751059,-2.5024138309214,0.0123349648381752,0.0256269528103467,"WP_008783747.1","WP_008783747.1","IS30 family transposase"
"20","BLLJ_RS00110",86.5752399860774,-0.65996498853891,0.201704783531137,-3.27193523616672,0.00106814040976731,0.00282881141487827,"WP_006292753.1","WP_006292753.1","ATP-binding protein"
"21","BLLJ_RS00115",62.2499010938659,-0.00755021522211963,0.167439652831738,-0.0450921576486243,0.964033852355771,0.973628741404886,"WP_012576485.1","WP_012576485.1","M48 family metallopeptidase"
"22","BLLJ_RS00120",24.8776271151727,0.158093907840288,0.259159923017231,0.6100245207658,0.541845564412288,0.61669318074787,"WP_007051744.1","WP_007051744.1","gluconokinase, GntK/IdnK-type"
"23","BLLJ_RS00125",1037.91139742078,2.42831912107991,0.126908075509989,19.1344728168128,1.30391560570531e-81,1.32313120410518e-79,"WP_019727636.1","WP_019727636.1","ATP-binding protein"
"24","BLLJ_RS00130",20499.2139642769,1.63786455050578,0.130711495924625,12.5303787468721,5.09189258533657e-36,1.24267960816822e-34,"WP_003815072.1","WP_003815072.1","DNA starvation/stationary phase protection protein"
"25","BLLJ_RS00135",168.42917589563,-0.294977080638922,0.127190046177994,-2.31918369009884,0.0203850784371396,0.0396593655164533,"WP_013582296.1","WP_013582296.1","hemolysin family protein"
"26","BLLJ_RS00140",242.182576865416,0.526162044413601,0.127662855310615,4.12149675904869,3.76418767825833e-05,0.000136931204597775,"WP_007051740.1","WP_007051740.1","carbonic anhydrase"
"27","BLLJ_RS00145",758.964506694321,0.43252820056326,0.0892253751068935,4.84759184307249,1.24969181926937e-06,5.86230128357992e-06,"WP_003833124.1","ahpC","peroxiredoxin"
"28","BLLJ_RS00150",179.127839261391,0.156021549881382,0.121920058050322,1.27970370402042,0.200649361443571,0.27871179312911,"WP_014485985.1","WP_014485985.1","FAD-dependent oxidoreductase"
"29","BLLJ_RS00155",296.094520861591,-0.774077193344215,0.118508455121518,-6.53183093603307,6.4970472770753e-11,4.74481331447014e-10,"WP_007051737.1","WP_007051737.1","OFA family MFS transporter"
"30","BLLJ_RS00165",171.12405782906,0.435208791573586,0.114108734152661,3.8139831696962,0.000136744784722347,0.000447612809753286,"WP_007056565.1","WP_007056565.1","LacI family transcriptional regulator"
"31","BLLJ_RS00170",305.829941134995,3.33491157486145,0.220685851538382,15.1115785249216,1.35846077317638e-51,6.09095900159085e-50,"WP_007054562.1","WP_007054562.1","putative DNA binding domain-containing protein"
"32","BLLJ_RS00175",11.013283620788,-0.637556684689762,0.34395436577902,-1.8536083507641,0.0637952120219708,0.106123527850181,"WP_019261498.1","WP_019261498.1","phosphoenolpyruvate carboxylase"
"33","BLLJ_RS00180",68.9728264972019,0.0344791538258181,0.16924690817974,0.203721026260647,0.838571510176797,0.874873307154147,NA,NA,"hypothetical protein"
"34","BLLJ_RS10805",36.3974330595615,-0.372694363984196,0.215384698440162,-1.73036602267147,0.0835649003981374,0.133482293262311,NA,NA,"hypothetical protein"
"35","BLLJ_RS00185",208.863746631432,-0.621748815942387,0.14898748551236,-4.17316134844633,3.0040204351211e-05,0.000112026139243974,"WP_007054557.1","WP_007054557.1","hypothetical protein"
"36","BLLJ_RS10135",13.5416947057586,-0.654803367078017,0.391545910465527,-1.67235399368491,0.0944545384207303,0.148902984525894,NA,NA,"TrfB-related DNA-binding protein"
"37","BLLJ_RS00195",431.689026242432,-0.527255740435964,0.0962088575980162,-5.4803243027681,4.24546927621966e-08,2.41453237892375e-07,"WP_008783074.1","WP_008783074.1","DUF1906 domain-containing protein"
"38","BLLJ_RS11220",116.949328797863,0.888691907073776,0.161053182590982,5.51800276639511,3.42874036672502e-08,1.99114802019453e-07,NA,NA,"hypothetical protein"
"39","BLLJ_RS00205",37.2213571037023,-0.177021206625996,0.227046252849607,-0.779670240773598,0.435584999730378,0.524997681555463,"WP_013410492.1","WP_013410492.1","hypothetical protein"
"40","BLLJ_RS00210",134.068487630911,0.199991977372191,0.125874538490596,1.58881994540248,0.112101048908256,0.172904657836094,"WP_011068578.1","WP_011068578.1","hypothetical protein"
"41","BLLJ_RS00215",2658.19020584176,0.33405694329996,0.0862889212950811,3.8713769773247,0.000108222272690414,0.000364140561513295,"WP_014483240.1","WP_014483240.1","phosphoenolpyruvate carboxylase"
